,Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Causeway Bay,Central,Mong Kok
584,2015-08-08,Daily Max,9.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,10.0,10.0,9.0
585,2015-08-09,Daily Max,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0
586,2015-08-10,Daily Max,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0
587,2015-08-11,Daily Max,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0
588,2015-08-12,Daily Max,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0
589,2015-08-13,Daily Max,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0
590,2015-08-14,Daily Max,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,5.0,4.0
591,2015-08-15,Daily Max,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,4.0,4.0
592,2015-08-16,Daily Max,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
593,2015-08-17,Daily Max,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0
594,2015-08-18,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0
595,2015-08-19,Daily Max,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0
596,2015-08-20,Daily Max,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,8.0,7.0,6.0
597,2015-08-21,Daily Max,9.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,10.0,6.0,7.0,9.0,10.0,8.0
598,2015-08-22,Daily Max,9.0,9.0,10.0,9.0,9.0,9.0,8.0,7.0,9.0,8.0,8.0,9.0,9.0,11.0
599,2015-08-23,Daily Max,10.0,9.0,10.0,10.0,9.0,8.0,8.0,8.0,10.0,7.0,8.0,10.0,10.0,10.0
600,2015-08-24,Daily Max,11.0,10.0,11.0,10.0,11.0,11.0,11.0,9.0,11.0,10.0,11.0,11.0,11.0,11.0
601,2015-08-25,Daily Max,8.0,7.0,9.0,8.0,8.0,8.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,9.0
602,2015-08-26,Daily Max,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0
603,2015-08-27,Daily Max,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0
604,2015-08-28,Daily Max,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0
605,2015-08-29,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0
606,2015-08-30,Daily Max,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0
607,2015-08-31,Daily Max,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,4.0,4.0
608,2015-09-01,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
609,2015-09-02,Daily Max,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
610,2015-09-03,Daily Max,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0
611,2015-09-04,Daily Max,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,3.0,4.0
612,2015-09-05,Daily Max,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,6.0,4.0,4.0
613,2015-09-06,Daily Max,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0
614,2015-09-07,Daily Max,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
615,2015-09-08,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,8.0,6.0,6.0,6.0,6.0
616,2015-09-09,Daily Max,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0
617,2015-09-10,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0
618,2015-09-11,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0
619,2015-09-12,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0
620,2015-09-13,Daily Max,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0
621,2015-09-14,Daily Max,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
622,2015-09-15,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
623,2015-09-16,Daily Max,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
624,2015-09-17,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
625,2015-09-18,Daily Max,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,6.0
626,2015-09-19,Daily Max,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,8.0,5.0,6.0
627,2015-09-20,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,4.0,5.0
628,2015-09-21,Daily Max,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,5.0,5.0
629,2015-09-22,Daily Max,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
630,2015-09-23,Daily Max,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
631,2015-09-24,Daily Max,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0
632,2015-09-25,Daily Max,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0
633,2015-09-26,Daily Max,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,8.0,6.0,7.0
634,2015-09-27,Daily Max,6.0,6.0,5.0,6.0,6.0,6.0,8.0,8.0,7.0,6.0,5.0,6.0,5.0,6.0
635,2015-09-28,Daily Max,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,9.0,7.0
636,2015-09-29,Daily Max,10.0,10.0,11.0,10.0,11.0,10.0,9.0,9.0,9.0,10.0,11.0,11.0,10.0,10.0
637,2015-09-30,Daily Max,7.0,8.0,7.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0
638,2015-10-01,Daily Max,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,8.0,5.0,6.0
639,2015-10-02,Daily Max,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0
640,2015-10-03,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0
641,2015-10-04,Daily Max,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
642,2015-10-05,Daily Max,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
643,2015-10-06,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0
644,2015-10-07,Daily Max,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0
645,2015-10-08,Daily Max,8.0,9.0,10.0,9.0,10.0,10.0,9.0,8.0,8.0,10.0,9.0,9.0,9.0,9.0
646,2015-10-09,Daily Max,8.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0
647,2015-10-10,Daily Max,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0
648,2015-10-11,Daily Max,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0
649,2015-10-12,Daily Max,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0
650,2015-10-13,Daily Max,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0
651,2015-10-14,Daily Max,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
652,2015-10-15,Daily Max,7.0,7.0,7.0,8.0,8.0,8.0,10.0,11.0,10.0,8.0,8.0,8.0,7.0,7.0
653,2015-10-16,Daily Max,10.0,7.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,9.0,8.0,9.0,10.0,10.0
654,2015-10-17,Daily Max,7.0,7.0,7.0,7.0,8.0,8.0,8.0,11.0,11.0,7.0,7.0,7.0,7.0,8.0
655,2015-10-18,Daily Max,8.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,7.0,8.0,9.0,7.0,8.0
656,2015-10-19,Daily Max,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
657,2015-10-20,Daily Max,7.0,6.0,6.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0
658,2015-10-21,Daily Max,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0
659,2015-10-22,Daily Max,5.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,6.0,6.0,5.0,5.0,5.0
660,2015-10-23,Daily Max,7.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0
661,2015-10-24,Daily Max,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0
662,2015-10-25,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
663,2015-10-26,Daily Max,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0
664,2015-10-27,Daily Max,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0
665,2015-10-28,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
666,2015-10-29,Daily Max,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
667,2015-10-30,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0
668,2015-10-31,Daily Max,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0
669,2015-11-01,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
670,2015-11-02,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
671,2015-11-03,Daily Max,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0
672,2015-11-04,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,7.0,6.0,6.0,6.0,6.0
673,2015-11-05,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0
674,2015-11-06,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
675,2015-11-07,Daily Max,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
676,2015-11-08,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
677,2015-11-09,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0
678,2015-11-10,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
679,2015-11-11,Daily Max,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
680,2015-11-12,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
681,2015-11-13,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
682,2015-11-14,Daily Max,4.0,5.0,5.0,5.0,5.0,6.0,5.0,8.0,9.0,4.0,4.0,5.0,5.0,5.0
683,2015-11-15,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
684,2015-11-16,Daily Max,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
685,2015-11-17,Daily Max,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0
686,2015-11-18,Daily Max,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0
687,2015-11-19,Daily Max,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
688,2015-11-20,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
689,2015-11-21,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
690,2015-11-22,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0
691,2015-11-23,Daily Max,5.0,5.0,5.0,5.0,6.0,5.0,7.0,9.0,8.0,6.0,6.0,5.0,6.0,6.0
692,2015-11-24,Daily Max,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
693,2015-11-25,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
694,2015-11-26,Daily Max,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0
695,2015-11-27,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0
696,2015-11-28,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,5.0,6.0
697,2015-11-29,Daily Max,8.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0
698,2015-11-30,Daily Max,6.0,6.0,6.0,6.0,7.0,9.0,8.0,9.0,9.0,6.0,6.0,7.0,6.0,6.0
699,2015-12-01,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
700,2015-12-02,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
701,2015-12-03,Daily Max,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
702,2015-12-04,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
703,2015-12-05,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
704,2015-12-06,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0
705,2015-12-07,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
706,2015-12-08,Daily Max,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0
707,2015-12-09,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0
708,2015-12-10,Daily Max,4.0,5.0,5.0,3.0,4.0,4.0,4.0,6.0,6.0,3.0,4.0,6.0,6.0,4.0
709,2015-12-11,Daily Max,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0
710,2015-12-12,Daily Max,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
711,2015-12-13,Daily Max,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
712,2015-12-14,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0
713,2015-12-15,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,4.0
714,2015-12-16,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0
715,2015-12-17,Daily Max,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,5.0
716,2015-12-18,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0
717,2015-12-19,Daily Max,6.0,5.0,6.0,6.0,6.0,6.0,7.0,8.0,5.0,5.0,6.0,7.0,7.0,6.0
718,2015-12-20,Daily Max,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0
719,2015-12-21,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
720,2015-12-22,Daily Max,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
721,2015-12-23,Daily Max,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0
722,2015-12-24,Daily Max,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0
723,2015-12-25,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
724,2015-12-26,Daily Max,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0
725,2015-12-27,Daily Max,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0
726,2015-12-28,Daily Max,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
727,2015-12-29,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
728,2015-12-30,Daily Max,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
729,2015-12-31,Daily Max,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0
730,2016-01-01,Daily Max,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,9.0,7.0,7.0
731,2016-01-02,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0
732,2016-01-03,Daily Max,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
733,2016-01-04,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
734,2016-01-05,Daily Max,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
735,2016-01-06,Daily Max,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,4.0,4.0,6.0,5.0,5.0
736,2016-01-07,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0
737,2016-01-08,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0
738,2016-01-09,Daily Max,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
739,2016-01-10,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
740,2016-01-11,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
741,2016-01-12,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
742,2016-01-13,Daily Max,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0
743,2016-01-14,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
744,2016-01-15,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
745,2016-01-16,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
746,2016-01-17,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
747,2016-01-18,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
748,2016-01-19,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
749,2016-01-20,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
750,2016-01-21,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
751,2016-01-22,Daily Max,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
752,2016-01-23,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
753,2016-01-24,Daily Max,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
754,2016-01-25,Daily Max,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,7.0,6.0,5.0
755,2016-01-26,Daily Max,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0
756,2016-01-27,Daily Max,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0
757,2016-01-28,Daily Max,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0
758,2016-01-29,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
759,2016-01-30,Daily Max,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
760,2016-01-31,Daily Max,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
761,2016-02-01,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
762,2016-02-02,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0
763,2016-02-03,Daily Max,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
764,2016-02-04,Daily Max,5.0,5.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,9.0,6.0,7.0
765,2016-02-05,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0
766,2016-02-06,Daily Max,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,6.0,5.0
767,2016-02-07,Daily Max,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0
768,2016-02-08,Daily Max,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
769,2016-02-09,Daily Max,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0
770,2016-02-10,Daily Max,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
771,2016-02-11,Daily Max,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,7.0,6.0,5.0
772,2016-02-12,Daily Max,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,4.0,4.0
773,2016-02-13,Daily Max,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
774,2016-02-14,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0
775,2016-02-15,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
776,2016-02-16,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,6.0,4.0
777,2016-02-17,Daily Max,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0
778,2016-02-18,Daily Max,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
